City_ID,City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed
295,Ostrovnoy,RU,2022-06-13 22:43:06,68.0531,39.5131,43.79,95,100,4.65
296,Beloha,MG,2022-06-13 22:43:06,-25.1667,45.05,60.87,72,0,7.92
297,Atbasar,KZ,2022-06-13 22:41:05,51.8,68.3333,53.96,84,50,15.9
298,Talnakh,RU,2022-06-13 22:43:07,69.4865,88.3972,59.41,60,78,0.74
299,Zaidpur,IN,2022-06-13 22:43:08,26.8333,81.3333,89.67,42,3,11.36
300,Cabo San Lucas,MX,2022-06-13 22:40:01,22.8909,-109.9124,92.61,26,0,12.66
301,Berlevag,NO,2022-06-13 22:43:10,70.8578,29.0864,42.8,81,100,12.66
302,Sire,NG,2022-06-13 22:43:11,12.9299,5.2043,94.33,31,32,12.5
303,Inhambane,MZ,2022-06-13 22:43:12,-23.865,35.3833,68.31,84,0,8.34
304,Lancaster,US,2022-06-13 22:42:31,40.2504,-76.2499,87.3,56,20,6.91
305,Siderno,IT,2022-06-13 22:43:13,38.2779,16.302,70.34,65,0,9.19
306,Sokoto,NG,2022-06-13 22:43:14,13.0609,5.239,95.34,29,43,10.2
307,Santa Cruz Cabralia,BR,2022-06-13 22:40:17,-16.2781,-39.0247,73.63,83,75,8.05
308,Quatre Cocos,MU,2022-06-13 22:40:56,-20.2078,57.7625,73.51,66,77,17.2
309,Izhmorskiy,RU,2022-06-13 22:43:15,56.194,86.6414,60.57,88,70,5.79
310,Butembo,CD,2022-06-13 22:43:16,0.15,29.2833,55.9,93,6,3.24
311,Sao Filipe,CV,2022-06-13 22:43:16,14.8961,-24.4956,73.8,78,16,8.66
312,Pacific Grove,US,2022-06-13 22:39:03,36.6177,-121.9166,79.25,65,0,12.66
313,Port Macquarie,AU,2022-06-13 22:40:11,-31.4333,152.9167,54.01,70,1,3.31
314,Shimoda,JP,2022-06-13 22:43:18,34.6667,138.95,61.11,84,100,18.5
315,Beysehir,TR,2022-06-13 22:43:19,37.6773,31.7246,58.68,75,78,4.12
316,Mazagao,BR,2022-06-13 22:43:19,-0.115,-51.2894,84.25,88,6,4.14
317,Florianopolis,BR,2022-06-13 22:43:20,-27.6146,-48.5012,58.41,86,20,3.44
318,Pouebo,NC,2022-06-13 22:44:20,-20.4,164.5667,72.57,95,100,6.78
319,Carutapera,BR,2022-06-13 22:44:23,-1.195,-46.02,77.58,84,2,7.31
320,Bousso,TD,2022-06-13 22:44:23,10.4795,16.7117,77.04,70,100,5.57
321,Mackay,AU,2022-06-13 22:43:24,-21.15,149.2,59.68,66,14,9.4
322,Inongo,CD,2022-06-13 22:44:24,-1.95,18.2667,69.98,81,97,4.92
323,Aklavik,CA,2022-06-13 22:44:25,68.2191,-135.0107,58.1,42,87,10.22
324,Severo-Kurilsk,RU,2022-06-13 22:44:25,50.6789,156.125,45.57,90,99,12.95
325,Half Moon Bay,US,2022-06-13 22:43:32,37.4636,-122.4286,79.03,50,0,24.16
326,Jiazi,CN,2022-06-13 22:44:26,22.8779,116.067,80.47,88,100,14.67
327,Tiksi,RU,2022-06-13 22:44:27,71.6872,128.8694,51.85,53,100,2.66
328,Monte Alegre De Sergipe,BR,2022-06-13 22:44:27,-10.0272,-37.5622,70.84,92,8,7.56
329,Garowe,SO,2022-06-13 22:44:28,8.4054,48.4845,82.31,43,80,29.26
330,Monaragala,LK,2022-06-13 22:44:28,6.8714,81.3487,74.28,82,88,2.15
331,Bonthe,SL,2022-06-13 22:44:29,7.5264,-12.505,78.71,83,98,8.77
332,Ifanadiana,MG,2022-06-13 22:44:29,-21.3,47.6333,60.04,93,93,1.79
333,Dunedin,NZ,2022-06-13 22:44:30,-45.8742,170.5036,45.81,60,84,20.0
334,Igarka,RU,2022-06-13 22:44:30,67.4667,86.5833,60.13,75,47,6.38
335,Bandarbeyla,SO,2022-06-13 22:44:31,9.4942,50.8122,78.87,77,92,27.54
336,Mount Gambier,AU,2022-06-13 22:44:32,-37.8333,140.7667,47.35,74,100,10.56
337,Coahuayana,MX,2022-06-13 22:44:33,18.7333,-103.6833,88.34,60,30,6.76
338,Palpa,PE,2022-06-13 22:44:33,-14.5336,-75.1856,63.88,73,11,4.72
339,Padang,ID,2022-06-13 22:44:33,-0.9492,100.3543,73.45,88,100,2.95
340,Edd,ER,2022-06-13 22:44:34,13.9297,41.6925,89.04,44,66,8.9
341,Praia Da Vitoria,PT,2022-06-13 22:44:34,38.7333,-27.0667,62.85,94,40,7.65
342,Hede,CN,2022-06-13 22:44:36,33.7681,120.2517,72.73,71,66,6.71
343,Macau,MO,2022-06-13 22:43:05,22.2006,113.5461,84.0,94,40,14.97
344,Ugoofaaru,MV,2022-06-13 22:44:38,5.6667,73.0,82.85,74,78,10.36
345,Sorland,NO,2022-06-13 22:44:39,67.667,12.6934,48.7,96,100,16.2
346,The Valley,AI,2022-06-13 22:40:40,18.217,-63.0578,84.34,70,20,16.11
347,Beringovskiy,RU,2022-06-13 22:44:39,63.05,179.3167,36.81,76,94,6.53
348,Gorontalo,ID,2022-06-13 22:44:40,0.5412,123.0595,75.72,92,100,2.24
349,Pasni,PK,2022-06-13 22:44:24,25.2631,63.471,82.29,83,4,3.31
350,Sobolevo,RU,2022-06-13 22:44:41,54.4299,31.8996,53.38,85,78,4.27
351,Sisimiut,GL,2022-06-13 22:44:42,66.9395,-53.6735,35.26,68,19,22.97
352,Ilulissat,GL,2022-06-13 22:44:42,69.2167,-51.1,35.62,75,75,10.36
353,Kisangani,CD,2022-06-13 22:44:43,0.5167,25.2,71.11,86,100,2.44
354,Shelburne,CA,2022-06-13 22:41:01,44.0787,-80.2041,70.59,55,100,4.05
355,College,US,2022-06-13 22:44:44,64.8569,-147.8028,74.08,33,40,6.91
356,Callaway,US,2022-06-13 22:44:44,30.153,-85.5699,87.98,77,0,11.5
357,Marawi,PH,2022-06-13 22:44:45,7.9986,124.2928,70.88,92,89,2.64
358,Magan,ES,2022-06-13 22:44:45,39.9683,-3.931,86.29,26,10,6.51
359,Usinsk,RU,2022-06-13 22:44:46,65.9939,57.5281,48.78,48,50,6.55
360,Namatanai,PG,2022-06-13 22:45:46,-3.6667,152.4333,83.44,69,8,9.66
361,Muisne,EC,2022-06-13 22:41:05,0.6,-80.0333,76.42,81,93,6.78
362,Anadyr,RU,2022-06-13 22:45:47,64.75,177.4833,45.1,57,0,13.42
363,Emerald,AU,2022-06-13 22:45:47,-23.5333,148.1667,53.35,62,1,7.83
364,Bodden Town,KY,2022-06-13 22:45:49,19.2833,-81.25,86.0,69,20,12.66
365,Rudbar,AF,2022-06-13 22:45:49,30.15,62.6,88.02,22,10,7.29
366,Yangambi,CD,2022-06-13 22:45:50,0.8102,24.4336,69.1,98,99,2.46
367,Paysandu,UY,2022-06-13 22:42:00,-32.3214,-58.0756,52.88,74,1,8.93
368,Sedalia,US,2022-06-13 22:43:25,38.7045,-93.2283,95.43,49,0,15.01
369,Mayumba,GA,2022-06-13 22:45:51,-3.432,10.6554,73.99,88,99,5.73
370,Barao De Melgaco,BR,2022-06-13 22:45:51,-16.1944,-55.9675,62.83,37,9,3.58
371,Banjar,ID,2022-06-13 22:45:52,-8.19,114.9675,75.92,90,74,2.93
372,Baykit,RU,2022-06-13 22:45:52,61.67,96.37,59.27,88,80,0.98
373,Torbay,CA,2022-06-13 22:45:53,47.6666,-52.7314,52.29,80,75,5.75
374,Baindur,IN,2022-06-13 22:45:53,13.8667,74.6333,79.05,85,99,3.09
375,Pangoa,PE,2022-06-13 22:45:54,-12.1167,-73.0,65.82,84,65,1.68
376,Bedele,ET,2022-06-13 22:45:54,8.456,36.353,54.72,97,79,2.21
377,Kabinda,CD,2022-06-13 22:45:55,-6.1333,24.4833,70.27,48,19,3.44
378,Rio Gallegos,AR,2022-06-13 22:45:55,-51.6226,-69.2181,44.65,76,75,10.36
379,Rabo De Peixe,PT,2022-06-13 22:45:56,37.8,-25.5833,63.28,94,40,9.22
380,Victoria,HK,2022-06-13 22:43:26,22.2855,114.1577,84.38,87,100,11.99
381,Middletown,US,2022-06-13 22:41:23,39.5151,-84.3983,85.08,83,75,15.99
382,Huangmei,CN,2022-06-13 22:45:57,30.1924,116.025,73.65,84,23,2.33
383,Chekhov,RU,2022-06-13 22:45:58,55.1431,37.4711,58.95,94,79,4.07
384,Rath,IN,2022-06-13 22:45:58,25.5833,79.5667,90.63,44,49,10.25
385,Atar,MR,2022-06-13 22:45:59,20.5169,-13.0499,93.97,29,59,4.23
386,Acapulco,MX,2022-06-13 22:45:59,16.8634,-99.8901,78.78,85,99,13.51
387,Nanterre,FR,2022-06-13 22:46:00,48.896,2.2159,62.96,64,0,6.91
388,Joetsu,JP,2022-06-13 22:46:00,37.1483,138.2364,67.75,66,100,12.15
389,Nong Phai,TH,2022-06-13 22:46:01,15.9903,101.0618,77.95,78,100,2.39
390,Kattivakkam,IN,2022-06-13 22:46:02,13.2167,80.3167,86.09,85,47,11.25
391,Jodiya,IN,2022-06-13 22:46:03,22.6925,70.306,84.34,75,74,7.52
392,Kununurra,AU,2022-06-13 22:42:07,-15.7667,128.7333,49.98,81,6,0.0
393,Sovetskiy,RU,2022-06-13 22:46:04,61.3614,63.5842,48.6,74,95,7.2
394,Constitucion,CL,2022-06-13 22:46:04,-35.3333,-72.4167,50.09,86,100,3.4
395,Ulaanbaatar,MN,2022-06-13 22:46:05,47.9077,106.8832,50.13,76,40,2.24
396,Lorengau,PG,2022-06-13 22:46:05,-2.0226,147.2712,85.3,63,24,13.09
397,Ancud,CL,2022-06-13 22:46:06,-41.8697,-73.8203,52.23,95,99,8.77
398,Kavaratti,IN,2022-06-13 22:43:14,10.5669,72.642,83.68,75,96,14.52
399,Kiama,AU,2022-06-13 22:46:06,-34.6833,150.8667,50.58,70,18,5.01
400,Lumeje,AO,2022-06-13 22:46:07,-11.55,20.7833,59.25,48,0,4.25
401,Airai,TL,2022-06-13 22:46:08,-8.9266,125.4092,61.39,86,63,3.71
402,Praya,CV,2022-06-13 22:46:08,14.9215,-23.5087,73.94,78,40,11.5
403,Davidson,US,2022-06-13 22:43:40,36.1501,-86.7833,97.34,57,20,13.8
404,Tiznit,MA,2022-06-13 22:46:09,29.5833,-9.5,80.15,51,42,5.57
405,La Palma,US,2022-06-13 22:43:50,33.8464,-118.0467,87.49,64,40,10.36
406,Ivybridge,GB,2022-06-13 22:46:10,50.3904,-3.9191,53.91,79,20,7.2
407,Charters Towers,AU,2022-06-13 22:46:10,-20.1,146.2667,59.0,55,11,6.35
408,Prince Rupert,CA,2022-06-13 22:47:11,54.3161,-130.3201,58.69,78,75,6.91
409,Pahrump,US,2022-06-13 22:45:14,36.2083,-115.9839,93.51,17,0,5.99
410,Ferme-Neuve,CA,2022-06-13 22:47:12,46.7001,-75.4493,64.02,65,60,7.47
411,Cairns,AU,2022-06-13 22:47:13,-16.9167,145.7667,68.07,77,40,11.5
412,Malakal,SS,2022-06-13 22:47:14,9.5334,31.6605,79.68,64,91,1.59
413,Yeniseysk,RU,2022-06-13 22:47:14,58.4497,92.1703,60.24,92,14,2.3
414,Spencer,US,2022-06-13 22:47:15,43.1414,-95.1444,93.56,68,0,12.66
415,Palauig,PH,2022-06-13 22:47:15,15.435,119.9045,82.83,75,93,3.06
416,Port Hardy,CA,2022-06-13 22:43:30,50.6996,-127.4199,51.98,87,100,8.05
417,Havelock,US,2022-06-13 22:44:00,34.8791,-76.9013,87.8,82,20,14.97
418,Hambantota,LK,2022-06-13 22:47:16,6.1241,81.1185,79.54,81,99,15.32
419,Nyaunglebin,MM,2022-06-13 22:47:17,17.95,96.7333,75.15,96,91,2.75
420,Along,IN,2022-06-13 22:47:17,28.1667,94.7667,71.85,98,100,0.16
421,Mpongwe,ZM,2022-06-13 22:47:18,-13.5091,28.155,50.45,70,1,5.79
422,Onega,RU,2022-06-13 22:47:18,63.9061,38.1404,51.46,83,45,4.76
423,Caraballeda,VE,2022-06-13 22:47:19,10.6112,-66.8522,87.87,62,75,4.61
424,Havoysund,NO,2022-06-13 22:47:19,70.9963,24.6622,41.23,83,98,6.64
425,Bongor,TD,2022-06-13 22:47:20,10.2806,15.3722,79.07,65,97,6.15
426,Vanavara,RU,2022-06-13 22:47:20,60.34,102.2797,58.77,86,87,1.74
427,Brasileia,BR,2022-06-13 22:47:21,-11.0161,-68.7481,66.54,65,79,1.74
428,Richards Bay,ZA,2022-06-13 22:47:22,-28.783,32.0377,62.44,48,94,11.12
429,Burns Lake,CA,2022-06-13 22:47:22,54.2331,-125.7533,60.22,30,88,7.34
430,Yebaishou,CN,2022-06-13 22:47:23,41.3975,119.6408,60.48,94,97,4.65
431,Dicamay,PH,2022-06-13 22:47:23,16.7561,122.0037,79.39,81,99,1.34
432,Vestmannaeyjar,IS,2022-06-13 22:47:24,63.4427,-20.2734,49.73,97,100,16.33
433,Miracema Do Tocantins,BR,2022-06-13 22:47:25,-9.5618,-48.3967,81.48,58,95,2.53
434,Alexandria,EG,2022-06-13 22:43:14,31.2156,29.9553,73.36,83,0,5.75
435,Alofi,NU,2022-06-13 22:47:25,-19.0595,-169.9187,76.89,94,75,9.22
436,Sal Rei,CV,2022-06-13 22:47:26,16.1833,-22.9167,72.91,89,11,14.92
437,Amga,RU,2022-06-13 22:47:26,60.8953,131.9608,62.24,61,13,6.46
438,Kostinbrod,BG,2022-06-13 22:47:27,42.8167,23.2167,62.58,88,0,1.1
439,Egvekinot,RU,2022-06-13 22:47:28,66.3167,-179.1667,32.38,70,100,6.29
440,Coquimbo,CL,2022-06-13 22:47:29,-29.9533,-71.3436,53.33,82,100,5.75
441,Palimbang,PH,2022-06-13 22:47:29,6.2106,124.1894,79.95,80,97,2.66
442,Guerrero Negro,MX,2022-06-13 22:46:15,27.9769,-114.0611,69.67,70,7,21.21
443,Cabedelo,BR,2022-06-13 22:47:01,-6.9811,-34.8339,75.87,80,22,8.59
444,Gainesville,US,2022-06-13 22:43:26,29.6516,-82.3248,91.9,63,0,10.36
445,Nioro,GM,2022-06-13 22:47:31,13.35,-15.75,80.13,68,100,9.64
446,Hof,DE,2022-06-13 22:47:32,50.3167,11.9167,51.75,72,20,2.3
447,Casas Grandes,MX,2022-06-13 22:47:32,30.3667,-107.95,75.43,48,63,19.84
448,Porto Novo,BJ,2022-06-13 22:47:33,6.4965,2.6036,82.22,84,97,9.57
449,Piacabucu,BR,2022-06-13 22:47:33,-10.4056,-36.4344,75.45,86,26,5.5
450,Rocha,UY,2022-06-13 22:47:35,-34.4833,-54.3333,48.9,89,35,4.99
451,Umea,SE,2022-06-13 22:47:35,63.8284,20.2597,60.73,55,0,6.91
452,Rae Bareli,IN,2022-06-13 22:47:36,26.2167,81.2333,92.57,43,42,12.86
453,Kifri,IQ,2022-06-13 22:47:36,34.6959,44.9661,84.18,27,0,8.41
454,San Ramon De La Nueva Oran,AR,2022-06-13 22:48:37,-23.1322,-64.326,58.42,46,0,0.49
455,Sinnamary,GF,2022-06-13 22:48:37,5.3833,-52.95,77.63,84,92,5.39
456,Yichun,CN,2022-06-13 22:48:38,47.7,128.9,63.86,79,100,2.91
457,Tyup,KG,2022-06-13 22:48:38,42.7276,78.3648,55.96,92,100,2.06
458,Payo,ID,2022-06-13 22:48:39,-3.7508,103.6372,71.17,95,97,2.28
459,Cockburn Town,TC,2022-06-13 22:47:08,21.4612,-71.1419,84.16,74,40,13.8
460,Sapele,NG,2022-06-13 22:48:40,5.8941,5.6767,75.45,95,98,3.31
461,Huicungo,PE,2022-06-13 22:48:40,-7.2833,-76.8,71.1,72,75,1.41
462,Spearfish,US,2022-06-13 22:48:40,44.4908,-103.8594,76.08,76,100,8.99
463,Ozinki,RU,2022-06-13 22:48:41,51.1786,49.6769,58.01,72,1,5.64
464,Kishtwar,IN,2022-06-13 22:48:41,33.3167,75.7667,61.65,58,41,5.17
465,Iranshahr,IR,2022-06-13 22:48:43,27.2025,60.6848,88.09,37,83,1.95
466,Katsina,NG,2022-06-13 22:48:43,12.9894,7.6006,89.29,39,64,12.41
467,Khash,IR,2022-06-13 22:48:44,28.2211,61.2158,75.63,47,0,1.57
468,Tashara,RU,2022-06-13 22:48:44,55.5195,83.5094,62.31,87,32,5.61
469,Pemangkat,ID,2022-06-13 22:48:45,1.1667,108.9667,76.35,89,99,5.79
470,Tautira,PF,2022-06-13 22:44:39,-17.7333,-149.15,78.94,67,51,19.19
471,Razumnoye,RU,2022-06-13 22:48:46,50.5344,36.6846,65.48,88,0,2.24
472,Zyryanskoye,RU,2022-06-13 22:48:46,56.8306,86.6258,62.26,93,94,7.05
473,Assiniboia,CA,2022-06-13 22:48:47,49.6334,-105.9845,78.62,31,94,19.57
474,Tahe,CN,2022-06-13 22:48:47,52.3333,124.7333,64.26,78,100,2.8
475,Chara,RU,2022-06-13 22:48:48,56.9064,118.2631,58.14,67,100,1.28
476,Ndele,CF,2022-06-13 22:48:48,8.4109,20.6473,70.48,91,96,3.06
477,Soe,ID,2022-06-13 22:48:49,-9.8607,124.284,66.56,86,100,3.53
478,Ixtapa,MX,2022-06-13 22:48:49,20.7,-105.2,85.23,79,20,5.99
479,Progreso,MX,2022-06-13 22:45:14,21.2833,-89.6667,84.11,71,92,20.74
480,Kozhva,RU,2022-06-13 22:48:50,65.1073,57.0459,48.09,47,37,4.21
481,Alice Springs,AU,2022-06-13 22:48:50,-23.7,133.8833,42.35,81,0,0.0
482,Mountain Home,US,2022-06-13 22:48:51,43.133,-115.6912,58.48,36,40,17.27
483,Nizhniy Kuranakh,RU,2022-06-13 22:48:52,58.8353,125.4869,61.66,59,82,6.22
484,Nemuro,JP,2022-06-13 22:48:52,43.3236,145.575,48.85,80,13,3.11
485,Chicama,PE,2022-06-13 22:48:53,-7.8447,-79.1469,63.14,76,8,7.58
486,Priiskovyy,RU,2022-06-13 22:48:53,51.9333,116.6333,63.37,64,1,2.01
487,Inta,RU,2022-06-13 22:48:54,66.0317,60.1659,47.75,56,31,4.05
488,Yunyang,CN,2022-06-13 22:48:54,33.4474,112.7142,72.3,53,11,5.86
489,Kaabong,UG,2022-06-13 22:48:55,3.4836,34.1492,64.65,64,17,7.0
490,Kurbnesh,AL,2022-06-13 22:48:55,41.7797,20.0836,66.31,85,32,6.35
491,Aykhal,RU,2022-06-13 22:48:56,66.0,111.5,64.58,29,43,1.03
492,Lewisporte,CA,2022-06-13 22:45:10,49.2499,-55.0482,60.51,68,68,8.41
493,Yamaga,JP,2022-06-13 22:48:56,33.0167,130.6833,68.18,93,100,4.14
494,Watsa,CD,2022-06-13 22:48:57,3.0372,29.5355,61.3,98,27,1.01
495,Agadez,NE,2022-06-13 22:48:58,19.75,10.25,91.15,14,0,9.1
496,Kathu,TH,2022-06-13 22:48:58,7.9178,98.3332,85.75,84,52,6.87
497,Groningen,NL,2022-06-13 22:48:59,53.25,6.75,53.04,88,53,4.61
498,Kalanguy,RU,2022-06-13 22:48:59,51.0167,116.5167,61.95,64,3,3.2
499,Niquelandia,BR,2022-06-13 22:49:00,-14.4739,-48.4597,77.36,50,94,4.36
500,San Quintin,MX,2022-06-13 22:49:00,30.4833,-115.95,69.76,71,2,18.1
501,Marzuq,YE,2022-06-13 22:49:01,14.4,46.4667,80.33,34,100,3.56
502,Winchester,GB,2022-06-13 22:50:01,51.0651,-1.3187,56.37,72,35,3.4
503,Konotop,UA,2022-06-13 22:50:02,51.2403,33.2026,60.55,87,3,1.97
504,Nagato,JP,2022-06-13 22:49:41,34.3833,131.2,62.87,95,100,9.98
505,Cabadiangan,PH,2022-06-13 22:50:03,9.7531,122.4739,81.01,78,85,2.93
506,Kutum,SD,2022-06-13 22:50:04,14.2,24.6667,75.33,47,100,10.33
507,Mendi,PG,2022-06-13 22:48:23,-6.1761,143.6513,61.83,75,22,0.67
508,Road Town,VG,2022-06-13 22:45:29,18.4167,-64.6167,84.29,70,40,14.97
509,Zyryanovsk,KZ,2022-06-13 22:50:05,49.7386,84.2719,60.42,85,99,1.48
510,Pimentel,PE,2022-06-13 22:50:05,-6.8367,-79.9342,68.29,60,0,17.27
511,Turukhansk,RU,2022-06-13 22:50:06,65.8167,87.9833,61.68,79,61,5.73
512,Santiago Del Estero,AR,2022-06-13 22:50:06,-27.7951,-64.2615,61.59,15,0,12.95
513,Paraiso,CR,2022-06-13 22:50:07,9.8383,-83.8656,63.95,99,100,2.17
514,Ankang,CN,2022-06-13 22:50:07,32.68,109.0172,69.8,65,0,1.77
515,Neuquen,AR,2022-06-13 22:49:22,-38.9516,-68.0591,46.29,61,0,0.0
516,Hailun,CN,2022-06-13 22:50:09,47.45,126.9333,65.55,77,100,9.89
517,Peniche,PT,2022-06-13 22:50:09,39.3558,-9.3811,67.08,95,38,1.34
518,Gornopravdinsk,RU,2022-06-13 22:50:10,60.05,69.9,46.62,98,100,7.23
519,Benton,US,2022-06-13 22:50:10,36.3334,-94.3335,93.99,57,0,13.8
520,Yendi,GH,2022-06-13 22:50:11,9.4427,-0.0099,81.0,60,45,5.64
521,Asau,RO,2022-06-13 22:50:11,46.4333,26.4,63.52,89,12,6.46
522,Ribas Do Rio Pardo,BR,2022-06-13 22:49:53,-20.4431,-53.7592,55.92,48,0,4.07
523,Bressuire,FR,2022-06-13 22:50:12,46.9167,-0.5,56.98,73,92,9.28
524,Birigui,BR,2022-06-13 22:50:13,-21.2886,-50.34,57.94,40,46,8.79
525,Tigil,RU,2022-06-13 22:50:13,57.8,158.6667,43.72,83,100,1.95
526,Cavalcante,BR,2022-06-13 22:50:14,-13.7975,-47.4583,74.46,49,63,2.66
527,Petropavlovsk-Kamchatskiy,RU,2022-06-13 22:50:14,53.0452,158.6483,54.19,62,75,2.24
528,Tezu,IN,2022-06-13 22:50:15,27.9167,96.1667,72.86,98,100,3.18
529,Zabol,AF,2022-06-13 22:50:15,32.25,67.25,67.89,15,0,5.75
530,Devils Lake,US,2022-06-13 22:50:16,48.1128,-98.8651,80.71,57,75,8.05
531,Rumes,BE,2022-06-13 22:50:17,50.5446,3.3209,55.33,67,0,5.75
532,Cedar City,US,2022-06-13 22:50:17,37.6775,-113.0619,79.39,25,100,26.46
533,Tabas,IR,2022-06-13 22:50:18,33.5959,56.9244,93.42,14,5,2.3
534,Seddon,AU,2022-06-13 22:50:18,-37.8068,144.8916,51.3,86,75,9.22
535,Montepuez,MZ,2022-06-13 22:50:19,-13.1256,38.9997,60.19,96,33,3.36
536,Dakoro,NE,2022-06-13 22:50:19,14.5106,6.765,94.78,20,66,4.92
537,La Ronge,CA,2022-06-13 22:50:20,55.1001,-105.2842,64.65,68,75,12.66
538,Bagdarin,RU,2022-06-13 22:50:20,54.4333,113.6,63.01,49,81,2.37
539,Abbeville,FR,2022-06-13 22:50:22,50.1,1.8333,55.49,84,14,3.87
540,Leshukonskoye,RU,2022-06-13 22:50:22,64.8989,45.7622,51.53,96,83,4.18
541,Umm Lajj,SA,2022-06-13 22:50:23,25.0213,37.2685,83.07,53,0,10.38
