City_ID,City,Country,Max Temp,Description,Lat,Lng,Hotel Name
320,Altay,CN,84.74,few clouds,47.8667,88.1167,Jinqiao Hotel
322,Seoul,KR,78.37,moderate rain,37.5683,126.9778,롯데호텔 서울
325,Zhezkazgan,KZ,78.78,clear sky,47.8043,67.7144,Hotel Zumrat
328,Bambanglipuro,ID,82.44,overcast clouds,-7.95,110.2833,Puri Brata
331,Alihe,CN,81.5,scattered clouds,50.5667,123.7167,Alihe Forestry Hotel
334,Bathsheba,BB,81.21,few clouds,13.2167,-59.5167,Atlantis Hotel
337,Qui Nhon,VN,85.87,heavy intensity rain,13.7667,109.2333,Khách sạn Hải Âu Quy Nhơn - Seagull Hotel
339,Boa Vista,BR,78.78,scattered clouds,2.8197,-60.6733,Aipana Plaza Hotel
340,Hobyo,SO,77.47,overcast clouds,5.3505,48.5268,Iftin hotel hobyo
342,Umm Kaddadah,SD,85.77,clear sky,13.6017,26.6876,
352,Marzuq,YE,78.33,broken clouds,14.4,46.4667,
353,Labuhan,ID,83.79,overcast clouds,-6.8844,112.2051,DoubleFAG
357,Payson,US,77.29,broken clouds,40.0444,-111.7321,Quality Inn Payson I-15
359,Kirakira,SB,83.93,light rain,-10.4544,161.9205,SanBiz Lodge
360,Kenai,US,75.02,clear sky,60.5544,-151.2583,Aspen Extended Stay Suites
361,Baoning,CN,85.86,broken clouds,25.3378,110.026,
362,Harper,LR,77.27,light rain,4.375,-7.7169,Screensaver
364,Gizo,SB,85.06,overcast clouds,-8.103,156.8419,Imagination Island
371,Caraballeda,VE,75.27,scattered clouds,10.6112,-66.8522,Hotel 15 Letras
375,College,US,79.0,broken clouds,64.8569,-147.8028,Pike's Waterfront Lodge
376,Tura,IN,80.56,overcast clouds,25.5198,90.2201,Hotel RIKMAN Continental
383,Kashi,CN,78.01,clear sky,39.4547,75.9797,帕米尔青年旅舍
384,Jambi,ID,76.68,overcast clouds,-1.6,103.6167,ASTON Jambi Hotel & Conference Center
385,Awbari,LY,82.29,clear sky,26.5921,12.7805,فندق أوباري
389,Bousse,BF,79.39,overcast clouds,12.6606,-1.8922,Maison d'hôtes EBEN-EZER DE BOUSSE
391,Kumphawapi,TH,85.89,overcast clouds,17.1087,103.0149,ลีลาวดี รีสอร์ท
396,Bangkalan,ID,87.75,overcast clouds,-7.0455,112.7351,SPOT ON 2591 Griya Demangan Syariah
403,Kralendijk,BQ,80.58,broken clouds,12.15,-68.2667,Divi Flamingo Beach Resort & Casino
406,Kayerkan,RU,82.53,clear sky,69.3497,87.7602,
410,Cayenne,GF,77.09,scattered clouds,4.9333,-52.3333,Hôtel Le Dronmi
411,Pacifica,US,75.07,broken clouds,37.6138,-122.4869,"Pacifica Lighthouse, Trademark Collection by Wyndham"
413,Vanimo,PG,85.69,clear sky,-2.6741,141.3028,Vahmoneh Lodge Vanimo
415,Koutsouras,GR,77.11,clear sky,35.0339,25.9469,The White Houses
418,Oranjestad,AW,80.76,few clouds,12.524,-70.027,Divi Village Golf & Beach Resort
422,Krasnoselkup,RU,78.89,clear sky,65.7,82.4667,Krasnosel'kupnefteprodukt
423,Hirara,JP,88.07,scattered clouds,24.8,125.2833,Hotel Atoll Emerald Miyakojima
425,Palmar,CR,78.22,overcast clouds,9.8728,-84.4553,Casa Victoria y Anabella
433,Manavalakurichi,IN,82.31,overcast clouds,8.1333,77.3,Jebinrio home
437,Ahuimanu,US,83.91,few clouds,21.4447,-157.8378,Paradise Bay Resort
439,Valentin Gomez Farias,MX,79.07,broken clouds,28.2167,-106.5833,
459,Nabire,ID,80.92,broken clouds,-3.3667,135.4833,Hotel Nusantara I
460,Adrar,MR,87.12,clear sky,20.5022,-10.0711,
461,Biaora,IN,86.41,scattered clouds,23.8667,76.9167,SARPANCH MOTEL HOTEL
463,Tanout,NE,83.37,clear sky,14.9709,8.8879,
464,Caramay,PH,85.62,overcast clouds,10.1815,119.236,Peace and Love Beach Club
469,Kununurra,AU,82.38,overcast clouds,-15.7667,128.7333,Hotel Kununurra
470,Pavagada,IN,76.53,overcast clouds,14.1,77.2667,HOTEL GAYATHRI COMFORTS
471,Palasa,IN,86.23,overcast clouds,18.7667,84.4167,Balaji tifen & meals veg & non veg hotel
472,Ukiah,US,89.49,clear sky,39.1502,-123.2078,Hampton Inn Ukiah
475,Aksu,CN,85.35,overcast clouds,41.1231,80.2644,Pudong Holiday Hotel
477,Havelock,US,80.55,overcast clouds,34.8791,-76.9013,Sherwood Motel
479,Port Hedland,AU,84.25,clear sky,-20.3167,118.5667,The Esplanade Hotel
480,Baragua,CU,75.4,few clouds,21.6967,-78.6328,Hotel Itabo
483,Shimoda,JP,75.56,overcast clouds,34.6667,138.95,Shimoda Tokyu Hotel
486,Skhisma,GR,76.89,clear sky,35.2667,25.7167,"Blue Palace, a Luxury Collection Resort and Spa, Crete"
489,Jalu,LY,76.86,clear sky,29.0331,21.5482,صاحبة الفخامة
504,Acajutla,SV,77.92,light rain,13.5928,-89.8275,Laureles
505,Suntar,RU,82.96,overcast clouds,62.1444,117.6319,Гостевая квартира
507,Mehendiganj,BD,85.14,overcast clouds,22.8167,90.5333,"জেলা পরিষদ ডাকবাংলো, মেহেন্দিগঞ্জ, বরিশাল"
508,Ligayan,PH,83.86,overcast clouds,4.6533,119.4706,
512,Mana,GF,76.39,few clouds,5.6592,-53.7767,LE SAMANA
513,Talnakh,RU,83.21,clear sky,69.4865,88.3972,Talnakh Hotel
516,Tenkodogo,BF,76.68,overcast clouds,11.78,-0.3697,Hôtel Tiéba
519,Port Moresby,PG,85.42,haze,-9.4431,147.1797,Lamana Hotel (Port Moresby)
522,Manvi,IN,80.17,overcast clouds,15.9833,77.05,ರಾಮಣ್ಣ ನಾಯಕ
524,Salinopolis,BR,76.68,overcast clouds,-0.6136,-47.3561,Salinas Park Resort Maçarico AP101
526,San Patricio,US,84.88,clear sky,28.017,-97.5169,"Motel 6 Sinton, TX"
530,Makakilo City,US,82.72,clear sky,21.3469,-158.0858,Marriott's Ko Olina Beach Club
532,Madhupur,IN,86.31,few clouds,24.25,86.65,Hotel Kumar International
533,Pingliang,CN,79.39,clear sky,35.5392,106.6861,North Gate Hostel
534,Lat Yao,TH,89.04,light rain,15.751,99.7893,โรงแรมสอระ
535,Sampit,ID,80.46,overcast clouds,-2.5333,112.95,Aquarius Boutique Hotel Sampit
540,Berbera,SO,86.97,overcast clouds,10.4396,45.0143,IBCO REAL ESTATE PROPERTY
543,Staryy Nadym,RU,76.87,clear sky,65.6118,72.6842,
544,Kloulklubed,PW,84.7,overcast clouds,7.0419,134.2556,Storyboard Beach Resort
546,Letpadan,MM,81.19,overcast clouds,17.7833,95.75,AUNG MYO KYAW
547,Nepa Nagar,IN,84.24,overcast clouds,21.4667,76.4,Rest House Hilltop
548,Nishihara,JP,89.65,scattered clouds,26.1842,127.7558,Minshuku Agaihama
551,Kokopo,PG,85.57,scattered clouds,-4.352,152.2633,Kokopo Beach Bungalow Resort
555,Nizwa,OM,84.31,clear sky,22.9333,57.5333,Orient Apartments
557,Aitape,PG,86.88,few clouds,-3.1374,142.3475,
560,Vizianagaram,IN,89.11,overcast clouds,18.1167,83.4167,Anupriya Residency
561,Bandarbeyla,SO,77.9,overcast clouds,9.4942,50.8122,JABIR HOTEL
562,Neiafu,TO,79.48,few clouds,-18.65,-173.9833,Mystic Sands Beachfront Accommodation
564,Chandrakona,IN,88.61,scattered clouds,22.7333,87.5167,Roy Mansion 3
570,Andalan,PH,83.53,overcast clouds,5.9594,121.3903,
572,Sulphur,US,85.98,clear sky,30.2366,-93.3774,Fairfield Inn & Suites by Marriott Lake Charles Sulphur
574,Bafoulabe,ML,77.77,overcast clouds,13.8065,-10.8321,Logement du Chargé SIS Abdoul Karim Konaté
576,Karratha,AU,80.28,clear sky,-20.7377,116.8463,ibis Styles Karratha
578,Novyy Urengoy,RU,78.8,clear sky,66.0833,76.6333,Apartments Moy Dom na Gubkina
579,Nouakchott,MR,78.73,clear sky,18.0858,-15.9785,HOTEL IMAN
582,Half Moon Bay,US,77.29,clear sky,37.4636,-122.4286,"The Ritz-Carlton, Half Moon Bay"
584,Saint-Georges,GD,80.28,few clouds,12.0564,-61.7485,Radisson Grenada Beach Resort
586,Arys,KZ,76.3,overcast clouds,42.4252,68.795,Gostinitsa
590,Wagar,SD,83.53,scattered clouds,16.1525,36.2032,
595,Agua Verde,MX,78.89,broken clouds,22.9,-106.05,
598,Meulaboh,ID,81.55,overcast clouds,4.1363,96.1285,Kost Pria
603,Nakamura,JP,82.54,overcast clouds,32.9833,132.9333,Hotel Crown Hills Nakamura
604,Fukue,JP,77.36,broken clouds,32.6881,128.8419,Goto Guesthouse Utojuku & SA Car Rental
607,Arlit,NE,89.35,clear sky,18.7369,7.3853,Case de Passage De la Prefecture
608,Atambua,ID,81.81,overcast clouds,-9.1061,124.8925,Kost Alfa Flat
615,The Valley,AI,82.26,clear sky,18.217,-63.0578,CeBlue Villas & Beach Resort
620,Alyangula,AU,80.51,clear sky,-13.8483,136.4192,Groote Eylandt Lodge
622,Vaitape,PF,80.28,few clouds,-16.5167,-151.75,Conrad Bora Bora Nui
624,Gamagori,JP,87.96,broken clouds,34.8333,137.2333,Gamagori Classic Hotel
625,Klichka,RU,75.13,light rain,50.4457,117.996,
626,Tuscaloosa,US,83.08,clear sky,33.2098,-87.5692,Hampton Inn Tuscaloosa-University
627,Tyrma,RU,76.91,overcast clouds,50.0833,132.1667,
632,Ishigaki,JP,87.93,scattered clouds,24.3448,124.1572,Hotel Peace Land Ishigakijima
633,Sri Aman,MY,78.85,light rain,1.2376,111.4621,Seri Simanggang Hotel
637,Payo,ID,77.34,overcast clouds,-3.7508,103.6372,Mess keban agung
639,Jiayuguan,CN,85.23,clear sky,39.8167,98.3,Jiugang Hotel - Jiayuguan
640,Si Chiang Mai,TH,88.09,moderate rain,17.9564,102.5867,Don Chan Palace Hotel & Convention
641,Garoua,CM,75.15,broken clouds,9.3,13.4,Dreamland Hotel Annexe Bockle
644,Dong Xoai,VN,86.2,overcast clouds,11.5333,106.9167,Khách Sạn Bình Phước - Khách Sạn Ngọc Lan
649,Lamu,KE,79.02,broken clouds,-2.2717,40.902,Lamu House
650,Trat,TH,86.2,overcast clouds,12.5,102.5,สวนหนิง-อัศ
653,Misratah,LY,75.18,clear sky,32.3754,15.0925,Almasa Hotel
656,Churapcha,RU,79.11,clear sky,62.0025,132.4325,"""Tusku"""
662,Dongsheng,CN,82.29,clear sky,39.8161,109.9776,Crowne Plaza Ordos
666,Darnah,LY,75.51,clear sky,32.767,22.6367,فندق الفردوس
668,Mahibadhoo,MV,83.12,overcast clouds,3.7833,72.9667,Omadhoo Inn
671,Phan Thiet,VN,87.62,overcast clouds,10.9333,108.1,Hotel Saigon-PT
675,Springdale,US,78.98,clear sky,36.1867,-94.1288,Springdale Inn
677,Karangasem,ID,83.21,overcast clouds,-8.45,115.6167,Villa Campuhan
679,Saint Marys,US,80.06,clear sky,30.7305,-81.5465,Spencer House Inn
681,Puerto Escondido,MX,76.48,overcast clouds,15.85,-97.0667,Aldea del Bazar Hotel and Spa
682,Phuket,TH,88.12,light rain,8.0,98.25,The Surin
683,Soe,ID,75.87,overcast clouds,-9.8607,124.284,Dena Hotel
